surulere,surulere
means,means
patience,patience
must,must
be,be
related,related
to,to
our,our
president,president
rt,rt
does,does
k,k
dolla,dolla
sign,sign
want,want
in,in
the,the
gm,gm
or,or
nah,nah
are,are
u,you
home,home
niggah,nigger
next,next
time,time
try,try
to,to
fight,fight
the,the
elction,elction
with,with
winning,winning
spirite,spirit
not,not
with,with
spirite,spirit
to,to
defeat,defeat
others,others
her,her
titys,titys
really,really
do,do
look,look
like,like
krabby,krabby
patty,patty
buns,buns
like,like
they're,they're
allergic,allergic
to,to
her,her
face,face
enright,enright
lonergan,lonergan
to,to
miss,miss
for,for
cats,cats
rt,rt
new,new
method,method
of,of
ponning,ponning
school,school
hahhahaha,hahhahaha
rt,rt
bro,bro
i,i
dont,don't
feel,feel
like,like
i,i
even,even
have,have
school,school
tmrw,tomorrow
rt,rt
aca,aca
ayudando,ayudando
con,con
spam,spam
much,much
better,better
a,a
lil,little
bit,bit
but,but
i,i
think,think
you,you
need,need
to,to
wash,wash
your,your
face,face
as,as
much,much
as,as
posible,possible
haha,haha
peace,peace
ight,alright
see,see
if,if
fam,fam
will,will
swoop,swoop
youu,you
rt,rt
rt,retweet
for,for
michael,michael
jordan,jordan
fav,favorite
for,for
lebron,lebron
james,james
rt,rt
when,when
u,you're
tweetin,tweeting
in,in
class,class
and,and
someone,someone
in,in
your,your
class,class
favs,favorites
ur,your
tweet,tweet
from,from
rollingstone,rollingstone
kanye,kanye
west,west
marries,marries
kim,kim
kardashian,kardashian
in,in
florence,florence
fasta,fasta
pasta,pasta
the,the
microwave,microwave
cooker,cooker
fasta,fasta
pasta,pasta
the,the
microwave,microwave
cookerby,cookerby
fasta,fasta
pasta(543,pasta(543
at,at
first,first
glance,glance
it,it
didn't,didn't
look,look
like,like
much,much
center,center
maurkice,maurkice
pouncey,pouncey
taking,taking
his,his
spot,spot
in,in
the,the
midd,middle
karlie,karlie
kloss,kloss
in,in
chanel,chanel
haute,haute
couture,couture
people,people
who,who
get,get
to,to
talkin,talking
reckless,reckless
don't,don't
understand,understand
how,how
much,much
of,of
a,a
true,true
savage,savage
i,i
could,could
b,be
try,try
n,and
go,go
bck,back
to,to
sleep,sleep
rt,rt
evanescence,evanescence
vs,vs
linkin,linkin
park,park
rt,rt
evanescence,evanescence
fav,fav
linkin,linkin
park,park
photoset,photoset
thewicked-ivy,thewicked-ivy
rape,rape
tw,tw
annalynne,annalynne
mccord,mccord
revealed,revealed
she,she
was,was
abused,abused
and,and
these,these
were,were
some,some
of,of
the,the
kori,kori
called,called
michael,michael
mookie,mookie
and,and
my,my
life,life
is,is
so,so
complete,complete
nigga,nigger
still,still
anit,ain't
gone,gone
take,take
mine,mine
glock,glock
with,with
shots,shots
this,this
summer,summer
i,i
want,want
to,to
re-teach,re-teach
myself,myself
the,the
guitar,guitar
and,and
to,to
get,get
hot,hot
thats,that's
happening,happening
im,i'm
making,making
it,it
happen,happen
fuck,fuck
matty,matty
i,i
love,love
u,you
so,so
much,much
im,i'm
not,not
whiny,whiny
shallow,shallow
nor,nor
am,am
i,i
boring,boring
hahaha,hahaha
oh,oh
what,what
happen,happen
with,with
maomao,maomao
rt,rt
maomao,maomao
hi,hi
coach,coach
a,a
gud,good
evening,evening
to,to
you,you
mis,miss
u,you
rt,rt
pray,pray
for,for
ayu,you
stay,stay
strong,strong
d,d
rt,rt
a,a
veces,veces
simplemente,simplemente
te,te
cansas,cansas
we're,we're
the,the
kings,kings
of,of
europe,europe
also,also
in,in
basketball,basketball
european,european
cups,cups
just,just
a,a
reminder,reminder
jajaja,jajaja
enorme,enorme
mirotic,mirotic
friends,friends
join,join
it,it
to,to
win,win
a,a
grand,grand
prize,prize
pass,pass
the,the
xolo,xolo
lfc,lfc
to,to
i,i
liked,liked
a,a
video,video
tomorrowland,tomorrowland
alesso,alesso
full,full
set,set
ppl,people
in,in
cowdenbeath,cowdenbeath
come,come
get,get
food,food
with,with
me,me
nd,and
tammi,tammi
xxx,xxx
i,i
lowkey,lowkey
think,think
i,i
need,need
somtime,sometimes
away,away
naaa,naaa
cuzz,cuzz
if,if
u,you
buy,buy
my,my
crepes,crepes
it's,it's
beef,beef
rt,rt
whose,whose
car,car
it,it
is,is
whose,whose
money,money
guys,guys
never,never
let,let
your,your
girl,girl
pump,pump
her,her
own,own
gas,gas
so,so
childish,childish
no,no
need,need
for,for
it,it
haha,haha
don't,don't
help,help
with,with
some,some
of,of
the,the
cunts,cunts
in,in
nuneaton,nuneaton
rt,rt
yees,yees
you,you
always,always
have,have
me,me
laughing,laughing
with,with
your,your
tweets,tweets
aww,aww
thanks,thanks
zayda,zayda
and,and
yeah,yeah
see,see
you,you
soon,soon
thats,that's
not,not
tabaruis,tabaruis
i,i
think,think
thats,that's
a,a
troll,troll
account,account
same,same
place,place
i,i
told,told
u,you
n,and
i,i
mean,mean
new,new
like,like
a,a
different,different
state,state
ive,i've
never,never
been,been
i,i
just,just
wanna,wanna
start,start
over,over
you,you
kno,know
hi,hi
thanks,thanks
to,to
follow,follow
join,join
with,with
me,me
arigatou,arigatou
gozaimasu,gozaimasu
via,via
haha,haha
truly,truly
banterous,banterous
song,song
choice,choice
rt,rt
love,love
dont,don't
mean,mean
a,a
thing,thing
if,if
you,you
arent,aren't
loyal,loyal
zuccarello,zuccarello
shoves,shoves
gionta,gionta
into,into
the,the
goalie,goalie
that's,that's
definitely,definitely
an,an
interference,interference
call,call
thats,that's
pretty,pretty
hard,hard
it,it
involves,involves
a,a
lot,lot
of,of
math,math
hahaha,hahaha
rt,rt
zayn,zayn
on,on
stage,stage
at,at
croke,croke
park,park
dublin,dublin
i,i
couldnt,couldn't
find,find
it,it
can,can
u,you
send,send
me,me
screen,screenshot
danielle,danielle
veilleux,veilleux
and,and
ryan,ryan
holland,holland
by,by
via,via
we,we
recommend,recommend
you,you
to,to
buy,buy
moto,moto
g,g
niggas,niggers
tell,tell
me,me
to,to
stay,stay
patient,patient
fucc,fuck
dat,that
shit,shit
bro,brother
i,i
been,been
doing,doing
this,this
shit,shit
day,day
im,i'm
slaccin,slaccin
edge,edge
of,of
tommorow,tomorrow
lagi,lagi
best,best
serius,serius
my,my
frnd,friend
gave,gave
me,me
a,a
white,white
elephant,elephant
and,and
collcted,collected
it,it
cus,because
i,i
was,was
tryin,trying
2,to
get,get
ma,my
golden,golden
nd,and
naw,now
it,it
wnts,wants
2,to
let,let
go,go
d,the
plamy,plamy
days,days
wit,with
ma,my
golden,golden
d,the
tears,tears
is,is
real,real
i,i
nukeproof,nukeproof
pulse,pulse
dh,dh
comp,comp
modell,modell
uvp,uvp
hot,hot
deal,deal
shit,shit
dubb,dubb
fresh,fresh
home,home
we,we
building,building
you,you
up,up
too,too
tomorrow,tomorrow
local,local
events,events
fundrasiers,fundrasiers
entertainment,entertainment
cusine,cuisine
recreation,recreation
and,and
activities,activities
s,s
holding,holding
thumbs,thumbs
asus,asus
x,x
series,series
x552cl-sx018h,x552cl-sx018h
notebook,notebook
but,but
i'm,i'm
get,get
buck,buck
fosho,fosho
fosho,fosho
oh,oh
yesshhh,yes
but,but
u,you
still,still
not,not
gon,gonna
make,make
me,me
a,a
plate,plate
rt,rt
retweet,retweet
this,this
if,if
you're,you're
waiting,waiting
on,on
my,my
mixtape,mixtape
amb,amb
the,the
sass,sass
finger,finger
is,is
my,my
favourite,favorite
story,story
rt,rt
interfax,interfax
rebel,rebel
leader,leader
in,in
eastern,eastern
ukraine,ukraine
says,says
his,his
men,men
are,are
holding,holding
osce,osce
observers,observers
ap,ap
rt,rt
for,for
rp,rp
retweet,retweet
pls,please
rt,rt
exo,exo
the,the
lost,lost
concert,concert
chanyeol,chanyeol
minuman,minuman
botol,botol
yg,yg
tgh,tgh
itu,itu
virgils,virgils
rt,rt
still,still
a,a
east,east
wallingford,wallingford
vt,vt
usa,usa
weather,weather
temp,temp
f,f
humidity,humidity
average,average
wind,wind
speed,speed
mph,mph
directon,directon
nne,nne
time,time
pm,pm
anak,anak
emak,emak
is,is
my,my
style,style
mblow,mblow
i,i
had,had
a,a
eerie,eerie
feeling,feeling
this,this
was,was
u,you
my,my
new,new
fav,favorite
song,song
ed,ed
sheeran,sheeran
sing,sing
official,official
video,video
what,what
i'd,i'd
do,do
if,if
tana,tana
cut,cut
off,off
his,his
beard,beard
prolly,probably
curl,curl
up,up
in,in
the,the
fetal,fetal
position,position
dreams,dreams
of,of
the,the
day,day
/i/,/i/
get,get
a,a
fanclub,fanclub
hong,hong
jong,jong
hyun,hyun
and,and
girl's,girl's
day's,day's
yura,yura
to,to
join,join
we,we
got,got
married,married
season,season
actor,actor
hong,hong
jong,jong
hyun,hyun
and,and
girl's,girl's
day's,day's
rt,rt
that's,that's
a,a
ford,ford
coach,coach
d,d
reasons,reasons
to,to
name,name
your,your
child,child
emma,emma
g)emma,g)emma
styles,styles
emma,emma
stone,stone
emma,emma
watson,watson
emma,emma
gf,gf
ni,ni
finn,finn
emma,emma
eh,eh
basta,basta
maganda,maganda
u,you
jst,just
going,going
in,in
normal,normal
time,time
then,then
x,x
where,where
is,is
my,my
dont,don't
let,let
the,the
sky,sky
turn,turn
without,without
me,me
dont,don't
let,let
the,the
moon,moon
shine,shine
without,without
me,me
dont,don't
let,let
the,the
earth,earth
spin,spin
without,without
me,me
dont,don't
go,go
without,without
me,me
thats,that's
not,not
true,true
im,i'm
so,so
stupid/annoying,stupid/annoying
like,like
sure,sure
when,when
we,we
talk,talk
irl,irl
you'll,you'll
be,be
like,like
ew,ew
rt,rt
when,when
u,you
tweetin,tweeting
in,in
class,class
and,and
someone,someone
in,in
there,there
favs,favorites
ur,your
tweet,tweet
latest,latest
chinese,chinese
pm,pm
congratulates,congratulates
modi,modi
vows,vows
to,to
take,take
ties,ties
to,to
new,new
level,level
ibnlive,ibnlive
ibnlivechinese,ibnlivechinese
p,p
rapgenius,rapgenius
co-founder,co-founder
resigns,resigns
over,over
elliot,elliot
rodger,rodger
comments,comments
the,the
entrepreneur,entrepreneur
described,described
isla,isla
vista,vista
killer's,killer's
manifest,manifest
haha,haha
your,your
latest,latest
tweet,tweet
came,came
up,up
in,in
my,my
thingy,thingy
newsfeed,newsfeed
and,and
i,i
thought,thought
id,id
stalk,stalk
your,your
profile,profile
a,a
little,little
haha,haha
:d,:d
team,team
big,big
head,head
bahahaha,bahahaha
rt,rt
for,for
kpopers,kpopers
all,all
fandom,fandom
help,help
retweet,retweet
please,please
football,football
sucks,sucks
love,love
u,you
atletico,atletico
joga,joga
de,de
thresh,thresh
adc,adc
plz,please
:d,:d
im,i'm
gonna,gonna
put,put
it,it
under,under
the,the
get,get
down,down
playlist,playlist
haydn,haydn
symphony,symphony
in,in
c,c
h,h
the,the
bear,bear
neville,neville
marriner,marriner
academy,academy
of,of
st.,st.
martin,martin
in,in
the,the
fields,fields
rt,rt
official,official
smtown,smtown
update,update
support,support
messages,messages
for,for
exo,exo
the,the
c,c
word,word
is,is
so,so
gross,gross
and,and
i,i
just,just
i,i
dont,don't
really,really
like,like
it,it
its,its
ok,ok
now,now
but,but
i,i
just,just
im,i'm
rambling,rambling
i've,i've
had,had
this,this
acc,accident
since,since
like,like
so,so
i,i
dont,don't
think,think
its,its
that,that
bad,bad
but,but
still,still
wth,with
100k,100k
hahahahha,hahahahha
i,i
did,did
top,top
eye,eye
liner,liner
today,today
and,and
how,how
i,i
felt,felt
about,about
it,it
i'm,i'm
a,a
survivooooor,survivooooor
i'm,i'm
not,not
goin,going
give,give
up,up
i'm,i'm
not,not
goin,going
stop,stop
i'm,i'm
goin,going
work,work
hardeeeer,harder
it,it
is,is
soooo,so
hot,hot
n,in
ma,my
dam,damn
room,room
i,i
barely,barely
can,can
breathe,breathe
how,how
am,am
i,i
gne,gonna
make,make
it,it
thru,through
da,the
nite,night
maybe,maybe
he,he
was,was
told,told
by,by
faal,faal
wala,wala
tota,tota
yes,yes
it's,it's
only,only
days,days
to,to
are,are
you,you
ready,ready
for,for
the,the
miley,miley
cyrus,cyrus
consert,consert
you,you
ladies,ladies
and,and
gents,gentlemen
have,have
to,to
follow,follow
he,he
is,is
way,way
too,too
funny,funny
rt,rt
kamu,kamu
cewek,cewek
sini,sini
dong,dong
free,free
hugh,hugh
loh,loh
:p,:p
i,i
like,like
how,how
i,i
have,have
so,so
much,much
hw,homework
due,due
tomorrow,tomorrow
but,but
i'm,i'm
here,here
watching,watching
tv,tv
rt,rt
mc,mc
why,why
do,do
u,you
work,work
so,so
hard,hard
exo,exo
we,we
need,need
to,to
pay,pay
for,for
our,our
dorm,dorm
rent,rent
sad,sad
case,case
haha,haha
thank,thank
you,you
brave,brave
frontier,frontier
and,and
thank,thank
you,you
pheobe,pheobe
senpai,senpai
for,for
staying,staying
with,with
us,us
:d,:d
sigh,sigh
it,it
been,been
betetr,better
if,if
zayn,zayn
was,was
there,there
meg,meg
just,just
said,said
im,i'm
going,going
to,to
die,die
because,because
i,i
didnt,didn't
get,get
my,my
tetnus,tetnus
shot,shot
before,before
i,i
ate,ate
microwaved,microwaved
bacon,bacon
naw,now
a,a
nigga,nigger
representin,representing
bangin,bangin
set,set
trippin,tripping
it,it
is,is
what,what
it,it
is,is
ets,ets
metallic,metallic
paint,paint
dlc,dlc
patch,patch
i,i
love,love
love,love
love,love
my,my
new,new
macbook,macbook
rt,rt
i,i
keep,keep
telling,telling
u,you
niggas,niggers
lifting,lifting
weights,weights
don't,don't
teach,teach
you,you
how,how
to,to
fight,fight
bitch,bitch
please,please
ho,ho
sakta,sakta
hai,hai
to,to
dog,dog
please,please
kyun,kyun
nahin,nahin
ho,ho
sakta,sakta
ion,ion
fuck,fuck
with,with
to,to
many,many
niggas,niggers
they,they
aint,ain't
equal,equal
r,are
u,you
sure,sure
someone,someone
isn't,isn't
stealing,stealing
it,it
dont,don't
expect,expect
your,your
relationship,relationship
to,to
go,go
far,far
if,if
you,you
dont,don't
let,let
your,your
guard,guard
down,down
naw,now
av,av
heard,heard
its,its
class,class
though,though
johnny,johnny
knoxville's,knoxville's
an,an
absolute,absolute
hero,hero
haha,haha
if,if
you,you
ever,ever
awnser,answer
the,the
phone,phone
you,you
woyld,would
know,know
and,and
did,did
you,you
go,go
download,download
tamgo,tamgo
yet,yet
hit,hit
maximum,maximum
likes,likes
lovers,lovers
for,for
joaquim,joaquim
abranches,abranches
soubhik,soubhik
fucka,fuck
boo,boo
im,i'm
bout,about
tired,tired
of,of
a,a
boo,boo
i,i
need,need
a,a
bae,bae
happy,happy
birthday,birthday
brooo,brother
wish,wish
u,you
all,all
d,the
best,best
may,may
allah,allah
blessing,blessing
u,you
all,all
the,the
time,time
glad,glad
for,for
u,you
rt,rt
u,you
gotta,gotta
strike,strike
out,out
a,a
few,few
times,times
to,to
know,know
what,what
a,a
good,good
homerun,homerun
feel,feel
like,like
on,on
yiyo,yiyo
sarante,sarante
homenaje,homenaje
a,a
willy,willy
gonzales,gonzales
click,click
to,to
listen,listen
huhuhuhuhuh,huhuhuhuhuh
keep,keep
that,that
postcard,postcard
set,set
and,and
polaroid,polaroid
set,set
away,away
from,from
my,my
tlist,tlist
rt,rt
me,me
encanta,encanta
all,all
of,of
the,the
stars,stars
de,de
ed,ed
sheeran,sheeran
jeesh,jeesh
miley,miley
went,went
on,on
an,an
insta,insta
benge,benge
today,today
the,the
cost,cost
of,of
living,living
eu,eu
nao,nao
me,me
canso,canso
desse,desse
filme,filme
weddings,weddings
in,in
the,the
summer,summer
in,in
aruba,aruba
ofc,ofc
u,your
guys,guys
r,are
my,my
bridesmaids,bridesmaids
i'm,i'm
all,all
late,late
listening,listening
to,to
vato,vato
by,by
dj,dj
mustard,mustard
he,he
is,is
almost,almost
thwre,there
and,and
im,i'm
cruing,cruing
rt,rt
when,when
bae,bae
hasn't,hasn't
texted,texted
you,you
all,all
day,day
i,i
know,know
cous,cous
u,you
corrina,corrina
gwyn,gwyn
etc,etc
are,are
is,is
mary,mary
and,and
gwyn,gwyn
fighting,fighting
coz,because
of,of
everything,everything
between,between
kev,kev
rob,rob
and,and
lindsey,lindsey
i'd,i'd
love,love
to,to
see,see
youngsters,youngsters
watching,watching
this,this
bet,bet
they're,they're
thinking,thinking
wahat,what
the,the
fuck,fuck
ismail,ismail
cuneyt,cuneyt
oktay,oktay
demonstrates,demonstrates
the,the
balgo,balgo
honey,honey
spoon,spoon
she,she
brown,brown
but,but
is,is
a,a
baby,baby
weh,weh
black,black
born,born
fi,fi
show,show
you,you
how,how
far,far
me,me
cock,cock
gone,gone
ito,ito
magandang,magandang
question,question
weed,weed
nga,nga
ba,ba
yun,yun
or,or
cigarette,cigarette
lng,lng
rt,rt
hell,hell
yeah,yeah
haha,haha
i,i
used,used
thot,thot
instead,instead
of,of
thought,thought
cuz,because
u,you
no,know
your,your
place,place
cuz,because
rt,rt
dear,dear
gma,gma
hi,hi
im,i'm
louis,louis
tomlinson,tomlinson
from,from
bad,bad
direction,direction
im,i'm
a,a
smiler,smiler
and,and
arianator,arianator
and,and
on,on
the,the
radio,radio
this,this
morning,morning
they,they
were,were
playing,playing
soml,someone
and,and
talking,talking
about,about
smoking,smoking
wut,what
r,are
u,you
doing,doing
rt,rt
my,my
pops,pops
such,such
a,a
real,real
nigga,nigger
breh,breh
only,only
once,once
in,in
your,your
life,life
u,you
find,find
someone,someone
who,who
can,can
completely,completely
turn,turn
your,your
world,world
around,around
that,that
person,person
is,is
u,you
rana,rana
samaha,samaha
rt,rt
rt,rt
to,to
pass,pass
this,this
chicken,chicken
leg,leg
around,around
niggas,niggers
broke,broke
but,but
we,we
all,all
eat,eat
rt,rt
late,late
invite,invite
chillaxing,chillaxing
at,at
iya-oke's,iya-oke's
place,place
abeokuta,abeokuta
street,street
ogba,ogba
free,free
to,to
join,join
me,me
and,and
my,my
niggas,niggers
nakheel,nakheel
awards,awards
aed,aed
bn,bn
construction,construction
contract,contract
for,for
nakheel,nakheel
mall,mall
property,property
developer,developer
nakheel,nakheel
said,said
on,on
tue,tuesday
all,all
the,the
indirectness,indirectness
but,but
you,you
a,a
woman,woman
right,right
i,i
guess,guess
not,not
rt,rt
wimmer,wimmer
palker,palker
mcfadden,mcfadden
foos,foos
jhaud,jhaud
transfer,transfer
from,from
heat,heat
oh,oh
hey,hey
solar,solar
maybe,maybe
u,you
shouldn't,shouldn't
have,have
been,been
sending,sending
them,them
to,to
huntermoore,huntermoore
lil,little
sloot,sloot
wer,where
is,is
this,this
pik,pick
of,of
me,me
smoking,smoking
sum1,someone
tweet,tweet
pik,pick
it,it
to,to
me,me
x,x
it,it
feel,feel
like,like
i,i
aint,ain't
went,went
swimmin,swimming
n,and
like,like
or,or
years,years
apple,apple
prepares,prepares
one,one
phone,phone
to,to
rule,rule
the,the
home,home
vis,vis
paywall,paywall
if,if
you,you
a,a
real,real
nigga,nigger
next,next
time,time
u,you
get,get
a,a
cut,cut
put,put
salt,salt
i,i
the,the
wound,wound
or,or
alcohol,alcohol
since,since
u,you
so,so
real,real
rt,rt
retweet,retweet
for,for
me,me
favorite,favorite
for,for
c,c
ronaldo,ronaldo
lana,lana
del,del
rey,rey
sadness,sadness
shawn,shawn
mendes,mendes
dodgers,dodgers
send,send
down,down
chris,chris
withrow,withrow
to,to
make,make
room,room
for,for
hyun-jin,hyun-jin
ryu,ryu
dodgers,dodgers
rt,rt
demi,demi
lovato,lovato
on,on
the,the
paul,paul
o'grady,o'grady
show,show
may,may
28th,28th
me,me
gusta,gusta
la,la
fabulosa,fabulosa
de,de
rt,rt
new,new
pic,picture
justin,justin
bieber,bieber
instagrams,instagrams
new,new
selfie,selfie
with,with
usher,usher
aeg,aeg
be2003020w,be2003020w
60cm,60cm
multifunction,multifunction
single,single
built,built
in,in
electric,electric
oven,oven
in,in
white,white
aeg,aeg
be2003,be2003
i'm,i'm
a,a
kpop,kpop
my,my
oppa,oppa
is,is
the,the
best,best
your,your
argument,argument
is,is
invalid,invalid
yan,yan
gomes,gomes
is,is
better,better
than,than
jason,jason
giambi,giambi
batwing,batwing
greyni,greyni
rp,rp
spandex,spandex
tanpa,tanpa
syal,syal
fit,fit
to,to
l,l
i'm,i'm
at,at
ioi,ioi
mall,mall
puchong,puchong
selangor,selangor
w/,w/
others,others
you,you
like,like
em,them
cause,because
you're,you're
a,a
stoner,stoner
everythings,everything's
amusing,amusing
to,to
you,you
im,i'm
back,back
on,on
these,these
all,all
yall,y'all
can,can
marty,marty
is,is
a,a
g,girl
haha,haha
i,i
liked,liked
a,a
video,video
from,from
top,top
results,results
v,v
log,log
disciple,disciple
tk,tk
zuma,zuma
s,s
cabinet,cabinet
is,is
not,not
bad,bad
at,at
all,all
i,i
concur,concur
sir,sir
rt,rt
is,is
prev,previous
tweet,tweet
been,been
trying,trying
to,to
figure,figure
this,this
out,out
for,for
about,about
a,a
year,year
holy,holy
fu,fuck
liam,liam
scared,scared
me,me
i,i
give,give
no,no
fucks,fucks
wat,what
someone,someone
has,has
to,to
say,say
about,about
another,another
cuz,because
ya,you
got,got
bad,bad
blood,blood
str8,straight
hate,hate
runnin,running
thru,through
ya,you
let's,let's
find,find
what,what
you,you
can,can
do,do
not,not
what,what
you,you
want,want
to,to
do,do
yoon,yoon
tae,tae
woong,woong
rt,rt
thunder,thunder
kai,kai
undid,undid
his,his
tie,tie
unbuttoned,unbuttoned
a,a
few,few
buttons,buttons
on,on
his,his
shirt,shirt
tt,tt
like,like
srlsy,srlsy
nada,nada
im,i'm
so,so
mad,mad
i,i
feel,feel
stupid,stupid
coz,because
im,i'm
arabic,arabic
and,and
dont,don't
know,know
why,why
people,people
do,do
that,that
all,all
these,these
thots,thots
goin,going
wild,wild
givin,giving
headd,headed
on,on
the,the
vents,vents
bitch,bitch
better,better
be,be
jokin,joking
or,or
flip,flip
the,the
table,table
terharu,terharu
cooyyyy,cooyyyy
bahagia,bahagia
laahhh,laahhh
thanks,thanks
for,for
everyday,everyday
rt,rt
who,who
i,i
hate,hate
more,more
guys,guys
or,or
girls,girls
thanks,thanks
man,man
if,if
u,you
ever,ever
need,need
a,a
ride,ride
juss,just
hold,hold
on,on
we,we
goin,going
home,home
van,van
persie,persie
looking,looking
forward,forward
to,to
van,van
gaal's,gaal's
arrival,arrival
at,at
old,old
trafford,trafford
rt,rt
who,who
voted,voted
for,for
ukip,ukip
i,i
will,will
hunt,hunt
u,you
down,down
and,and
kick,kick
ur,you're
stupid,stupid
racist,racist
ass,ass
pepe,pepe
loves,loves
weird,weird
chavvy,chavvy
men,men
but,but
hates,hates
old,old
ladies,ladies
and,and
children,children
weiiiiird,weird
my,my
issue,issue
with,with
america,america
isnt,isn't
the,the
fact,fact
that,that
theyre,they're
wealthy,wealthy
but,but
the,the
fact,fact
that,that
theyre,they're
bullies,bullies
think,think
theyre,they're
perfect,perfect
and,and
lie,lie
so,so
much,much
hahahaaaa,hahahaaaa
lucu,lucu
kak,kak
b,b
rt,rt
minho's,minho's
naughty,naughty
hand,hand
:d,:d
now,now
playing,playing
chi-raq,chi-raq
meek,meek
mill,mill
lil,little
durk,durk
shy,shy
glizzy,glizzy
second,second
of,of
summer,summer
will,will
be,be
my,my
fav,favorite
singer,singer
after,after
this,this
haha,haha
no,no
kids,kids
no,no
cussin,cussing
mama,mama
juss,just
a,a
silent,silent
house,house
rt,rt
bossy,bossy
niall,niall
narry,narry
hug,hug
niam,niam
hug,hug
harry,harry
scored,scored
sweaty,sweaty
fandom,fandom
be,be
like,like
rt,rt
spinns,spinns
x,x
collab,collab
packpack,packpack
stripe,stripe
and,and
silhouette,silhouette
pattern,pattern
conseal,conseal
dont,don't
feel,feel
dont,don't
let,let
them,them
know,know
she,she
wants,wants
the,the
d,d
again,again
huh,huh
hi,hi
grae,grae
us,us
please,please
i,i
luff,love
u,you
gyo,gyo
marri,marry
mi,me
someone,someone
snapchat,snapchat
me,me
or,or
suhin,suhin
increible,increible
acabo,acabo
de,de
espiar,espiar
a,a
mi,mi
amiga,amiga
por,por
whatsapp,whatsapp
aqui,aqui
funciona,funciona
genial,genial
sana,sana
po,po
sinabi,sinabi
nio,nio
na,na
merong,merong
2nd,2nd
show,show
we,we
could,could
have,have
waited,waited
for,for
the,the
vip,vip
tix,ticket
pero,pero
ngaun,ngaun
nakabili,nakabili
na,na
kame,kame
real,real
shit,shit
dawg,dawg
jawns,jawns
blow,blow
me,me
i,i
aint,ain't
talk,talk
if,if
it,it
aint,ain't
bae,bae
it,it
aint,ain't
getting,getting
my,my
attention,attention
tonight,tonight
neighbour,neighbor
once,once
over,over
the,the
hedge,hedge
neighbour,neighbor
over,over
it,it
again,again
german,german
proverb,proverb
realtlk,realtlk
ready,ready
to,to
get,get
off,off
been,been
since,since
rt,rt
just,just
sittin,sitting
in,in
the,the
studio,studio
get,get
to,to
you,you
baby,baby
conservatives,conservatives
ukip,ukip
second,second
with,with
in,in
european,european
